Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.046496	 0.830415 	 
0.046558	 0.830477 	 
0.046621	 0.830539 	 
0.046684	 0.830600 	 
0.046747	 0.830662 	 
0.046810	 0.830724 	 
0.046873	 0.830786 	 
0.046935	 0.830848 	 
0.046998	 0.830910 	 
0.047061	 0.830972 	 
0.047124	 0.831033 	 
0.047187	 0.831095 	 
0.047250	 0.831157 	 
0.047312	 0.831219 	 
0.047375	 0.831281 	 
0.047438	 0.831343 	 
0.047501	 0.831405 	 
0.047564	 0.831467 	 
0.047627	 0.831529 	 
0.047689	 0.831590 	 
0.047752	 0.831652 	 
0.047815	 0.831714 	 
0.047878	 0.831776 	 
0.047941	 0.831838 	 
0.048004	 0.831900 	 
0.048066	 0.831962 	 
0.048129	 0.832024 	 
0.048192	 0.832086 	 
0.048255	 0.832148 	 
0.048318	 0.832210 	 
0.048381	 0.832271 	 
0.048443	 0.832333 	 
0.048506	 0.832395 	 
0.048569	 0.832457 	 
0.048632	 0.832519 	 
0.048695	 0.832581 	 
0.048758	 0.832643 	 
0.048820	 0.832705 	 
0.048883	 0.832767 	 
0.048946	 0.832829 	 
0.049009	 0.832891 	 
0.049072	 0.832953 	 
0.049135	 0.833015 	 
0.049197	 0.833077 	 
0.049260	 0.833139 	 
0.049323	 0.833201 	 
0.049386	 0.833262 	 
0.049449	 0.833324 	 
0.049512	 0.833386 	 
0.049574	 0.833448 	 
0.049637	 0.833510 	 
0.049700	 0.833572 	 
0.049763	 0.833634 	 
0.049826	 0.833696 	 
0.049888	 0.833758 	 
0.049951	 0.833820 	 
0.050014	 0.833882 	 
0.050077	 0.833944 	 
0.050140	 0.834006 	 
0.050203	 0.834068 	 
0.050265	 0.834130 	 
0.050328	 0.834192 	 
0.050391	 0.834254 	 
0.050454	 0.834316 	 
0.050517	 0.834378 	 
0.050580	 0.834440 	 
0.050642	 0.834502 	 
0.050705	 0.834564 	 
0.050768	 0.834626 	 
0.050831	 0.834688 	 
0.050894	 0.834750 	 
0.050957	 0.834812 	 
0.051019	 0.834874 	 
0.051082	 0.834936 	 
0.051145	 0.834998 	 
0.051208	 0.835060 	 
0.051271	 0.835123 	 
0.051334	 0.835185 	 
0.051396	 0.835247 	 
0.051459	 0.835309 	 
